id,name,street,adress,pow_teryt,gmina_town,phone,url
point-25068,Powiatowy Bank Spółdzielczy w Opolu Lubelskim Oddział w Łaziskach,Łaziska 63,24-335 Łaziska,1424,winnica,Tel: 81 828-90-08,pbsopolelubelskie.pl
point-25944,Bank Spółdzielczy w Kołaczycach Filia w Brzyskach,Brzyska 1,38-212 Brzyska,1424,winnica,Tel: 13 441-06-20,bskolaczyce.pl
point-25950,Lubelski Bank Spółdzielczy Filia w Końskowoli,ul. Pożowska 2,24-130 Końskowola,1424,winnica,Tel: 81 889-23-36,lubelskibs.pl
point-27006,Nadwiślański Bank Spółdzielczy w Solcu-Zdroju Oddział w Koprzywnicy,ul. Rynek 15,27-660 Koprzywnica,1424,winnica,Tel: 15 847-61-10,nbsbank.pl
point-19944,Lubelski Bank Spółdzielczy,ul. Lubelska 91a,24-130 Końskowola,1424,winnica,Tel: 81 881-62-19,lubelskibs.pl
point-25972,Lubelski Bank Spółdzielczy Oddział w Końskowoli,ul. Lubelska 91a,24-130 Końskowola,1424,winnica,Tel: 81 881-62-19,lubelskibs.pl
point-26726,Bank Spółdzielczy w Tarnobrzegu Oddział w Baranowie Sandomierskim,ul. Rynek 8,39-450 Baranów Sandomierski,1424,winnica,Tel: 15 811-80-03,bstarnobrzeg.pl
point-27012,Nadwiślański Bank Spółdzielczy w Solcu-Zdroju Punkt Kasowy w Koprzywnicy,ul. 11-go Listopada 88,27-660 Koprzywnica,1424,winnica,Tel: 15 847-72-15,nbsbank.pl
point-25881,Bank Spółdzielczy w Kazimierzu Dolnym POK w Bochotnicy,ul. Kazimierska 16,24-120 Kazimierz Dolny,1424,winnica,Tel: 81 881-59-10,bskazimierzdolny.pl
point-26920,Bank Spółdzielczy w Żyrakowie Filia w Dębicy,ul. Kolejowa 29,39-200 Dębica,1424,winnica,Tel: 14 676-35-63,bszyrakow.pl
point-26198,Bank Spółdzielczy w Mielcu Oddział w Padwi Narodowej,ul. Grunwaldzka 2 lok. 2,39-340 Padew Narodowa,1424,winnica,Tel: 15 811-93-24,bswmielcu.pl
point-27229,Bank Spółdzielczy w Hajnówce Oddział w Kleszczelach,Plac Parkowy 13,17-250 Kleszczele,1424,winnica,Tel: 85 681-81-06,bshajnowka.pl
point-25958,Lubelski Bank Spółdzielczy Filia w Baranowie,ul. Rynek 12,24-105 Baranów,1424,winnica,Tel: 81 883-40-06,lubelskibs.pl
point-25560,Bank Spółdzielczy w Bieczu Oddział w Skołyszynie,Skołyszyn 250,38-242 Skołyszyn,1424,winnica,Tel: 13 449-10-18,bsbiecz.pl
point-24935,Bank Spółdzielczy w Żyrakowie,Żyraków 137 c,39-204 Żyraków,1424,winnica,Tel: 14 670-12-24,bszyrakow.pl
point-24770,Bank Spółdzielczy w Trzebieszowie,Trzebieszów Drugi 33,21-404 Trzebieszów Drugi,1424,winnica,Tel: 25 796-06-66,bstrzebieszow.pl
point-26760,Bank Spółdzielczy w Trzebieszowie Oddział w Trzebieszowie Drugim,Trzebieszów Drugi 33,21-404 Trzebieszów Drugi,1424,winnica,Tel: 25 796-06-66,bstrzebieszow.pl
point-23896,Bank Spółdzielczy w Kazimierzu Dolnym,ul. Rynek 14,24-120 Kazimierz Dolny,1424,winnica,Tel: 81 881-01-70,bskazimierzdolny.pl
point-27235,Bank Spółdzielczy w Hajnówce Punkt Obsługi Klienta w Dubiczach Cerkiewnych,ul. Główna 1,17-204 Dubicze Cerkiewne,1424,winnica,Tel: 85 685-20-19,bshajnowka.pl
point-26200,Bank Spółdzielczy w Mielcu Oddział w Tuszowie Narodowym,Tuszów Narodowy 218,39-332 Tuszów Narodowy,1424,winnica,Tel: 17 581-77-68,bswmielcu.pl
point-25448,Bank Spółdzielczy w Adamowie Punkt Kasowy w Wojcieszkowie,ul. Kościelna 38,21-411 Wojcieszków,1424,winnica,Tel: 25 755-41-53,bsadamow.pl
point-26755,Bank Spółdzielczy w Trzebieszowie Oddział w Wojcieszkowie,ul. Kościelna 40,21-411 Wojcieszków,1424,winnica,Tel: 25 755-41-12,bstrzebieszow.pl
